App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Version,Android Version
DV-2019 UK/British,Family,4.6,166,4300.8,5000,Free,0.0,Everyone,Entertainment,2018-03-11,3,4.0
GoAction,Video Players,3.6,1522,66560.0,100000,Free,0.0,Everyone,Video Players & Editors,2018-07-17,1.5.3,4.4
DV Portfolio,Tools,4.193338315362443,0,16384.0,50,Free,0.0,Everyone,Tools,2017-10-23,1,4.1
DV KING,Photography,3.0,2,9523.2,100,Free,0.0,Everyone,Photography,2017-09-19,1.0.0,2.2
DV - Digito Verificador,Tools,4.193338315362443,2,4300.8,500,Free,0.0,Everyone,Tools,2017-03-02,1,4.0
DV Web Design Tips,Productivity,4.193338315362443,1,5222.4,10,Free,0.0,Teen,Productivity,2017-10-26,1.0.0,4.1
DENVER ACTION CAM 3,Photography,2.9,66,9113.6,10000,Free,0.0,Everyone,Photography,2016-11-16,1.0.2,2.2
US DV Lottery 2019,Travel And Local,4.6,14,4096.0,1000,Free,0.0,Everyone,Travel & Local,2018-04-12,1,4.0
Hotel Insanity,Game,4.2,3816,31744.0,100000,Free,0.0,Teen,Arcade,2016-07-07,1,3.0
SportCAM,Tools,3.2,427,9728.0,100000,Free,0.0,Everyone,Tools,2018-05-04,1.7.6,2.2
SportLook,Photography,2.5,1283,8396.8,100000,Free,0.0,Everyone,Photography,2018-06-21,1.2.7,4.1
DW - Breaking World News,News And Magazines,4.4,17671,17408.0,1000000,Free,0.0,Everyone 10+,News & Magazines,2018-08-06,2.3.10,4.2
"DW Learn German - A1, A2, B1 and placement test",Family,4.3,902,1843.2,100000,Free,0.0,Everyone,Education,2017-09-28,1,4.4
DW Spectrum™ IPVMS Mobile,Business,4.0,44,30720.0,10000,Free,0.0,Everyone,Business,2018-06-19,18.1.18164,4.1
DW Amharic by AudioNow Digital,News And Magazines,4.5,322,31744.0,10000,Free,0.0,Everyone,News & Magazines,2018-06-26,4.0.9,4.1
DW VMAX,Tools,3.4,843,8704.0,100000,Free,0.0,Everyone,Tools,2017-05-04,3.7.1,2.2
News: DW Español,News And Magazines,4.3,25,6451.2,1000,Free,0.0,Everyone,News & Magazines,2018-04-26,1,4.1
DW,News And Magazines,4.193338315362443,0,4915.2,10000,Free,0.0,Everyone 10+,News & Magazines,2018-07-13,1.0.5,5.0
DW Arabic By dw-arab.com,News And Magazines,4.3,386,6144.0,50000,Free,0.0,Everyone,News & Magazines,2017-10-27,3.2,4.1
DW Espanol,News And Magazines,4.193338315362443,0,5939.2,100,Free,0.0,Everyone,News & Magazines,2018-06-05,1,4.2
News :DW Bangali,News And Magazines,4.193338315362443,1,6451.2,10,Free,0.0,Everyone,News & Magazines,2018-07-02,1,4.1
Learn German: Die Bienenretter,Family,4.0,25,80896.0,5000,Free,0.0,Everyone,Educational,2017-07-26,1.0.5,2.3
News: DW Hausa,News And Magazines,4.9,9,6451.2,1000,Free,0.0,Everyone,News & Magazines,2018-04-26,1,4.1
DW Spectrum™ IP VMS,Business,3.4,102,2457.6,10000,Free,0.0,Everyone,Business,2016-04-14,2.5.0,2.2
DW Audio,Family,4.9,38,5120.0,1000,Free,0.0,Everyone,Education,2017-06-16,0.9.0,4.1
DW Contacts widget,Tools,4.3,56,2048.0,1000,Paid,0.99,Everyone,Tools,2014-06-05,1.1.0.0,2.1
DW فارسی By dw-arab.com,News And Magazines,4.7,11,4505.6,1000,Free,0.0,Everyone,News & Magazines,2017-03-26,1.0.0,4.1
DW Event,Events,4.3,9,39936.0,1000,Free,0.0,Everyone,Events,2018-05-29,2.32.2,4.1
DW Witness,Business,4.0,6,3584.0,500,Free,0.0,Everyone,Business,2018-05-14,1.1.2,5.0
Fahrschule DW,Family,4.193338315362443,5,3993.6,1000,Free,0.0,Everyone,Education,2016-04-19,1.2,2.2
DW Tech Tools,Business,4.193338315362443,1,6041.6,100,Free,0.0,Everyone,Business,2018-07-24,26.1,4.1
DW Security,Business,5.0,6,15360.0,100,Free,0.0,Everyone,Business,2018-07-25,69.1,4.1
News: RFI Hausa,News And Magazines,4.7,10,6451.2,1000,Free,0.0,Everyone,News & Magazines,2018-04-28,1,4.1
ZAK DW,Business,4.193338315362443,0,3072.0,10,Free,0.0,Teen,Business,2015-11-13,1,4.1
DW Contacts Wear,Tools,4.2,37,2252.8,5000,Free,0.0,Everyone,Tools,2015-03-09,0.0.0.2,4.0
Hausa Radio,News And Magazines,4.4,3375,4300.8,100000,Free,0.0,Everyone,News & Magazines,2018-07-31,4.1,4.1
Digi Dex for DW Next Order @PS4,Tools,4.2,155,16384.0,10000,Free,0.0,Everyone,Tools,2018-02-24,1.3,5.0
DW Timer,Tools,5.0,9,1536.0,100,Free,0.0,Everyone,Tools,2017-04-05,1,1.6
RETRO Shocked DW-6000,Personalization,5.0,13,500.0,100,Paid,1.49,Everyone,Personalization,2017-04-04,1.2,2.3
VMAX IP Plus Mobile Client,Business,2.0,9,3481.6,1000,Free,0.0,Everyone,Business,2017-06-09,1.1.12,2.3
Rose Gold DW Watch Theme,Personalization,4.193338315362443,1,3379.2,100,Free,0.0,Everyone,Personalization,2018-07-25,1.1.1,4.0
DW Uninstall Applications,Tools,4.193338315362443,0,2560.0,10,Free,0.0,Everyone,Tools,2017-02-05,1,2.3
Bodyworks DW,Health And Fitness,4.193338315362443,0,10240.0,10,Free,0.0,Everyone,Health & Fitness,2018-07-09,4.2.2,4.1
DW Cleaner,Tools,4.193338315362443,7,3072.0,500,Free,0.0,Everyone,Tools,2018-08-05,1.7,4.0
DW Missed call cleaner patch,Tools,3.9,65,54.0,5000,Free,0.0,Everyone,Tools,2014-11-27,1.4,2.0
Swahili Radio,News And Magazines,4.5,171,4915.2,10000,Free,0.0,Everyone,News & Magazines,2018-05-30,3,4.0
Black Classic DW Watch Theme,Personalization,4.193338315362443,1,2969.6,100,Free,0.0,Everyone,Personalization,2018-07-25,1.1.1,4.0
White Classic Petite Watch Theme for DW,Lifestyle,4.193338315362443,2,3072.0,500,Free,0.0,Everyone,Lifestyle,2018-07-24,1.1.1,4.0
D.W Bien Être,Health And Fitness,4.193338315362443,0,40960.0,10,Free,0.0,Everyone,Health & Fitness,2016-04-06,1,2.3
DX,Shopping,3.1,6697,11264.0,500000,Free,0.0,Everyone,Shopping,2018-02-01,4.2.1,4.0
Direct Express®,Finance,4.5,6156,6758.4,500000,Free,0.0,Everyone,Finance,2017-05-09,1.0.10,4.0
Retro City Rampage DX,Game,4.7,416,16384.0,10000,Paid,2.99,Teen,Action,2017-01-12,1.0.5,4.0
PORTABLE SOCCER DX,Sports,4.4,552,1638.4,5000,Paid,1.0,Everyone,Sports,2018-06-19,3.4,2.2
Across Age DX,Family,3.8,5964,49152.0,500000,Free,0.0,Teen,Role Playing,2015-01-09,1.1.0,2.2
ZOOKEEPER DX TouchEdition,Family,4.2,3195,4710.4,100000,Paid,0.99,Everyone,Puzzle,2015-11-26,1.2.7,2.1
Ham DX Cluster & Spots Finder,Communication,4.5,115,2867.2,5000,Free,0.0,Everyone,Communication,2016-07-15,1.4.4,4.1
Piczle Lines DX,Family,4.6,281,26624.0,5000,Free,0.0,Everyone,Puzzle,2018-04-15,1.4.6,4.0
PORTABLE SOCCER DX Lite,Sports,4.2,15068,2560.0,1000000,Free,0.0,Everyone,Sports,2018-06-19,3.4,2.3
DX Spots Free,Tools,4.5,46,24576.0,1000,Free,0.0,Everyone,Tools,2018-05-18,2.0.402,4.1
3DAnimeGirl DX DreamPortrait KAWAII Girl DressUp,Family,4.2,449,57344.0,10000,Free,0.0,Teen,Casual,2018-02-16,1.5,4.0
DX Alert,Tools,4.1,27,2560.0,1000,Free,0.0,Everyone,Tools,2016-04-28,1.131,3.2
Age of Procreation DX,Family,4.3,1894,40960.0,100000,Free,0.0,Mature 17+,Simulation,2016-04-22,1.441,2.3
Chronolink DX,Family,5.0,7,74752.0,10,Paid,0.99,Everyone,Puzzle,2017-07-06,1.2,4.1
DX Simulation for OOO Dx Belt,Family,4.6,67,31744.0,10000,Free,0.0,Everyone,Simulation,2018-08-04,1.7,4.1
Tricky Bike Stunt Rider DX,Family,4.4,16,46080.0,500,Free,0.0,Everyone,Simulation,2018-07-29,1.1.1,4.0
DX Gashacon Sword for Ex-Aid Henshin,Family,4.193338315362443,17,43008.0,1000,Free,0.0,Everyone,Simulation,2018-07-14,1,4.1
DX Simulation Belt for Build henshin,Family,4.5,182,39936.0,10000,Free,0.0,Everyone,Simulation,2018-07-11,2,4.1
Active Soccer 2 DX,Sports,3.6,28,49152.0,500,Paid,2.99,Everyone,Sports,2017-03-28,1.0.3,1.5
DX Simulation for Decade Henshin Belt 2018,Family,4.193338315362443,23,10240.0,5000,Free,0.0,Everyone,Simulation,2018-08-06,1.6,4.0
Elemental Galaxy Dx - Match3,Family,4.0,127,14336.0,10000,Free,0.0,Everyone,Puzzle,2014-03-11,1.0.9,2.2
Mircules DX Cluster Lite,Communication,4.5,51,21504.0,5000,Free,0.0,Everyone,Communication,2016-05-10,3,4.1
DX Simulation Belt for Decade henshin,Family,4.5,64,32768.0,5000,Free,0.0,Everyone,Simulation,2018-07-27,3,4.1
Chronolink DX Lite,Family,4.193338315362443,2,48128.0,10,Free,0.0,Everyone,Puzzle,2017-10-09,1,4.1
Bubble Shooter DX AdFree,Family,4.193338315362443,1,2150.4,50,Paid,2.99,Everyone,Casual,2016-05-31,1.02,2.3
Santa's Monster Shootout DX,Game,5.0,4,33792.0,50,Paid,1.99,Teen,Action,2013-08-15,1.05,2.2
DX Glow - Clock Widget,Personalization,4.4,5,3481.6,50,Paid,0.99,Everyone,Personalization,2015-03-20,2,3.0
iCluster - The DX-Cluster database,Communication,4.193338315362443,0,17408.0,10,Paid,0.99,Everyone,Communication,2018-07-26,1.7,6.0
Cloud DX Connected Health,Health And Fitness,5.0,6,11264.0,100,Free,0.0,Everyone,Health & Fitness,2017-07-19,1.7.10713281,4.4
DX Simulation for X-aid Dx Belt,Family,4.0,35,49152.0,5000,Free,0.0,Everyone,Simulation,2018-08-04,1.6,4.1
Sokoban Land DX,Family,3.9,46,20480.0,10000,Paid,2.99,Everyone,Puzzle,2018-01-29,1.0.6,2.3
Multiple Sclerosis Dx & Mgmt.,Medical,4.5,131,61440.0,10000,Free,0.0,Everyone,Medical,2017-09-25,5,4.4
Dx Ludo,Family,3.6,215,2662.4,50000,Free,0.0,Everyone,Puzzle,2011-04-18,1,2.1
My Dy Dice - 3D Dice Roller,Lifestyle,4.2,9,22528.0,100,Free,0.0,Everyone,Lifestyle,2016-09-20,1.01,4.1
Dy So Exam,Family,3.0,6,3276.8,1000,Free,0.0,Everyone,Education,2017-07-03,1,2.3
Dr. D. Y. Patil Vidyapeeth GBS,Family,4.0,3,5427.2,100,Free,0.0,Everyone,Education,2017-02-14,1.0.1702140017,4.1
edp re:dy smarthome,Tools,3.4,30,22528.0,5000,Free,0.0,Everyone,Tools,2017-06-07,1.2.2,4.1
KPS CHAUHAN DY/DX,Family,4.9,37,10240.0,100,Free,0.0,Everyone,Education,2018-07-28,1.0.32.1,4.1
DY Fitness,Health And Fitness,4.193338315362443,0,44032.0,10,Free,0.0,Everyone,Health & Fitness,2018-08-06,4.4.1,4.1
dy n fly,Lifestyle,4.193338315362443,1,4915.2,50,Free,0.0,Everyone,Lifestyle,2018-03-05,1.0.3,4.0
Cnady Selfie : You Can Dy Snap Camera,Personalization,4.193338315362443,8,20480.0,1000,Free,0.0,Everyone,Personalization,2018-01-06,2.6,4.1
junainfo.dy.fi,Travel And Local,4.193338315362443,8,1945.6,100,Free,0.0,Everyone,Travel & Local,2015-10-21,0.0.9,4.0
DY TECHNICAL GYAN,Business,4.0,2,3379.2,10,Free,0.0,Everyone,Business,2018-01-17,1.1.0,4.0
JONACK (D Story Teller),Family,4.4,152,1228.8,10000,Free,0.0,Everyone,Entertainment,2015-11-28,1,2.2
American Sniper City Fight Shooting Assassin,Game,4.1,395,55296.0,50000,Free,0.0,Teen,Action,2017-11-24,1.4,2.3
Train Sim Pro,Family,4.0,1763,22031.015115169685,10000,Paid,1.49,Everyone,Simulation,2018-06-25,3.9.9,4.1
Displaying You VR,Photography,4.193338315362443,1,68608.0,50,Free,0.0,Everyone,Photography,2016-10-19,3.0.6.2,4.0
Truck Transport Raw Material,Family,4.2,632,51200.0,100000,Free,0.0,Everyone,Simulation,2018-07-20,1.4,4.1
DYPhyzio-Physiology Forum,Family,4.193338315362443,4,1331.2,100,Free,0.0,Everyone,Education,2017-08-22,1.1,4.1
DYPSOET,Family,5.0,8,7577.6,50,Free,0.0,Everyone,Education,2018-08-07,1.0.2,4.1
Triceratops - Dino Robot,Family,4.4,3032,30720.0,1000000,Free,0.0,Everyone,Casual,2017-12-18,1.2.3,4.0
dz NEWS Algerie,News And Magazines,4.2,2318,4608.0,100000,Free,0.0,Everyone,News & Magazines,2014-12-13,2.3,2.3
Siyaha Dz,Travel And Local,4.5,289,10035.2,10000,Free,0.0,Everyone,Travel & Local,2018-03-13,2.6.3,4.2
CCP DZ : Fill out a check | Number in letters DZD,Finance,4.7,642,3276.8,10000,Free,0.0,Everyone,Finance,2018-04-27,27042018,4.0
DZ Puzzle,Family,4.193338315362443,14,48128.0,10,Paid,0.99,Everyone,Puzzle,2017-04-22,1.2,2.3
3G DZ Configuration,Communication,4.3,488,2560.0,50000,Free,0.0,Everyone,Communication,2015-11-19,6.2.3,3.0
3G/4G Config Dz,Tools,4.2,2058,2355.2,100000,Free,0.0,Everyone,Tools,2017-05-15,3.0.2,4.0
amm dz,Finance,4.193338315362443,0,14336.0,1,Paid,5.99,Everyone,Finance,2018-07-08,1,4.2
IRIS : Customer Service - DZ Algeria,Travel And Local,4.7,57,7168.0,1000,Free,0.0,Everyone,Travel & Local,2018-03-10,201803,4.0
Numbers Into Words,Productivity,4.4,457,562.0,50000,Free,0.0,Everyone,Productivity,2014-05-06,1.2,2.1
Dz kayas,Finance,4.193338315362443,0,14336.0,1,Paid,28.99,Everyone,Finance,2018-07-12,1,4.2
Météo Algérie DZ,Weather,4.1,1238,4812.8,100000,Free,0.0,Everyone,Weather,2014-12-17,1.1.6,2.3
DZ Popup Video Player,Video Players,4.5,83,4608.0,5000,Free,0.0,Everyone,Video Players & Editors,2018-05-16,4.6,4.1
JNews DZ - Algerian Newspapers,News And Magazines,4.0,146,3072.0,10000,Free,0.0,Everyone,News & Magazines,2016-07-16,2.4,2.3
DZ-JOKER,Game,4.193338315362443,6,18432.0,100,Free,0.0,Everyone,Arcade,2017-05-04,1,2.3
Super ball DZ,Game,4.193338315362443,24,32768.0,1000,Free,0.0,Teen,Action,2017-09-21,1.0.4,4.1
Ouedkniss,Shopping,4.3,10355,847.0,1000000,Free,0.0,Teen,Shopping,2018-06-19,1.5.1,4.0
Files To SD Card Pro,Tools,4.2,994,2867.2,100000,Free,0.0,Everyone,Tools,2018-05-18,6.0.0,5.0
News Dz,Social,4.193338315362443,3,10137.6,10,Free,0.0,Everyone,Social,2017-07-19,1,4.0
My Ooredoo Algeria,Tools,4.2,3606,17408.0,100000,Free,0.0,Everyone,Tools,2018-06-24,1.22.1,4.4
Currency Exchange DZ,Finance,4.193338315362443,4,2560.0,1000,Free,0.0,Everyone,Finance,2016-11-10,1,2.3
PHARMAGUIDE (DZ),Health And Fitness,4.1,131,3481.6,5000,Free,0.0,Everyone,Health & Fitness,2016-04-01,1.06,1.6
لعبة تقدر تربح DZ,Family,4.2,238,6963.2,10000,Free,0.0,Everyone,Education,2016-11-18,6.0.0.0,4.1
chat dz,Communication,5.0,8,29696.0,100,Free,0.0,Teen,Communication,2018-03-14,1,4.1
Devise Dz,Finance,4.0,26,3686.4,1000,Free,0.0,Everyone,Finance,2017-05-29,1.0.0,4.0
Ludo Dz,Game,4.5,17,28672.0,500,Free,0.0,Everyone,Board,2017-08-27,1,4.1
DZ Urgences,Family,4.193338315362443,16,1638.4,500,Free,0.0,Everyone,Education,2016-12-21,2,4.0
DZ sim,Tools,4.4,417,15360.0,10000,Free,0.0,Everyone,Tools,2018-04-26,3,4.2
Tuberculose Dz,Medical,4.9,26,6246.4,1000,Free,0.0,Everyone,Medical,2016-11-06,1.0.7,4.1
DZ Fly Algérie Horaire Vols,Travel And Local,3.6,114,10240.0,10000,Free,0.0,Everyone,Travel & Local,2016-10-31,2,4.0
3G to 4G Converter - Simulator,Tools,4.2,268,2457.6,10000,Free,0.0,Everyone,Tools,2018-02-21,3.0.0,4.1
ChangeDA - Cours du DZD sur le marché parallèle,Finance,4.4,188,3379.2,10000,Free,0.0,Everyone,Finance,2018-07-28,2.5,4.2
dz press,News And Magazines,4.193338315362443,30,10240.0,1000,Free,0.0,Everyone,News & Magazines,2015-07-30,1.8,4.0
Tunisian Dinar: Exchange rate,Finance,4.5,625,3891.2,10000,Free,0.0,Everyone,Finance,2018-03-30,2.1,4.0
love sms good morning,Communication,4.2,10,3174.4,5000,Free,0.0,Everyone,Communication,2016-04-28,1,2.3
Dz Camera,Tools,4.193338315362443,1,33792.0,10,Free,0.0,Everyone,Tools,2017-11-19,1,4.3
quran-DZ,Social,4.193338315362443,0,6348.8,10,Free,0.0,Teen,Social,2018-06-13,1.1,4.2
DZ Blagues,Family,4.2,580,2150.4,10000,Free,0.0,Everyone,Entertainment,2012-12-19,1.3,2.1
DZ Register,Productivity,4.193338315362443,0,18432.0,1,Free,0.0,Everyone,Productivity,2018-07-31,1.0.6,4.1
NBA LIVE Mobile Basketball,Sports,4.4,1690802,59392.0,50000000,Free,0.0,Everyone,Sports,2018-05-21,2.3.1,4.0
Need for Speed™ No Limits,Game,4.4,3344300,22528.0,50000000,Free,0.0,Everyone 10+,Racing,2018-07-24,2.12.1,4.1
Real Racing 3,Family,4.5,354454,72704.0,10000000,Free,0.0,Everyone,Racing,2018-07-02,6.4.0,4.1
Madden NFL Football,Family,4.5,1455952,22031.015115169685,10000000,Free,0.0,Everyone,Sports,2018-05-15,4.3.6,4.0
EA SPORTS™ FIFA 18 Companion,Sports,3.9,282727,64512.0,10000000,Free,0.0,Everyone,Sports,2017-12-07,18.0.5.172734,4.4
Plants vs. Zombies™ 2,Family,4.4,567632,15360.0,10000000,Free,0.0,Everyone 10+,Casual,2018-06-12,6.8.1,4.1
Star Wars™: Galaxy of Heroes,Family,4.5,1461698,68608.0,10000000,Free,0.0,Everyone 10+,Role Playing,2018-05-21,0.12.334385,4.1
Dungeon Keeper,Family,4.0,69574,46080.0,500000,Free,0.0,Everyone 10+,Strategy,2018-05-24,1.8.91,4.1
Lost Journey (Dreamsky),Game,4.5,32344,29696.0,1000000,Paid,0.99,Everyone,Adventure,2016-10-21,1.3.12,3.0
TETRIS,Family,4.0,199808,58368.0,10000000,Free,0.0,Everyone,Puzzle,2018-06-14,3.0.10,3.0
NBA JAM by EA SPORTS™,Family,4.3,56444,44032.0,500000,Paid,4.99,Everyone,Sports,2017-02-08,04.00.40,2.3
TETRIS Blitz,Family,4.4,201631,98304.0,5000000,Free,0.0,Everyone,Puzzle,2018-06-01,4.4.4,4.1
POGO Games,Family,3.8,32600,26624.0,1000000,Free,0.0,Everyone,Casual,2017-02-22,1.4.10,4.1
SW Battlefront Companion,Family,4.4,93870,80896.0,1000000,Free,0.0,Everyone,Strategy,2016-02-03,1.0.6,4.0
SCRABBLE,Game,3.9,172281,51200.0,5000000,Free,0.0,Everyone,Word,2018-08-01,5.27.0.729,4.1
FIFA 16 Soccer,Sports,4.1,820577,30720.0,10000000,Free,0.0,Everyone,Sports,2017-01-25,3.3.118003,4.4
League of Stickman 2018- Ninja Arena PVP(Dreamsky),Game,4.4,32496,101376.0,1000000,Paid,0.99,Teen,Action,2018-07-03,5.3.3,2.3
Modern Combat 5: eSports FPS,Game,4.3,2903386,59392.0,100000000,Free,0.0,Mature 17+,Action,2018-07-24,3.2.1,4.0
Bejeweled Stars: Free Match 3,Family,4.5,85484,22031.015115169685,1000000,Free,0.0,Everyone,Puzzle,2018-08-02,2.17.1,4.1
Mass Effect: Andromeda APEX HQ,Game,3.4,4490,94208.0,100000,Free,0.0,Everyone 10+,Action,2017-09-21,1.18.1,4.1
Mirror’s Edge™ Companion,Game,3.4,1995,44032.0,100000,Free,0.0,Everyone,Action,2016-06-28,1.2.2,4.4
Stickman Legends: Shadow Wars,Game,4.4,38419,102400.0,1000000,Paid,0.99,Everyone 10+,Action,2018-08-03,2.3.24,4.1
MLB Perfect Inning 2018,Sports,4.2,42767,73728.0,1000000,Free,0.0,Everyone,Sports,2018-07-26,2.0.5,4.3
Gear.Club - True Racing,Game,4.4,140658,37888.0,1000000,Free,0.0,Everyone,Racing,2018-08-01,1.21.2,4.3
Plants vs. Zombies™ Watch Face,Family,3.5,33178,3174.4,1000000,Free,0.0,Everyone,Casual,2015-02-02,1.0.5,4.3
Typical EA Game,Family,4.6,33,3379.2,100,Free,0.0,Everyone,Casual,2017-11-18,1,4.0
EB Mobile,Family,1.7,1172,5734.4,10000,Free,0.0,Everyone,Education,2017-10-09,1.1.2,4.1
EB Events,Travel And Local,3.3,97,16384.0,10000,Free,0.0,Everyone,Travel & Local,2016-01-27,1.6,4.0
i am EB,Photography,5.0,1,5529.6,10,Free,0.0,Teen,Photography,2017-02-01,1,4.1
EB-Link,Business,4.8,6,11264.0,100,Free,0.0,Everyone,Business,2018-06-07,1.2.7,4.2
Debra Care Conference,Business,4.193338315362443,0,30720.0,50,Free,0.0,Everyone,Business,2018-06-15,5.29.02,5.0
Exchange Bank - EB Mobile,Finance,4.6,8,31744.0,1000,Free,0.0,Everyone,Finance,2018-05-02,18.1.79,5.0
TANGEDCO Mobile App (Official),Business,3.3,2915,3379.2,500000,Free,0.0,Everyone,Business,2017-11-03,1.0.2,4.4
EB-TV,Sports,4.193338315362443,6,30720.0,1000,Free,0.0,Everyone,Sports,2018-05-25,2.2.1,4.4
EB Kit,Business,4.193338315362443,4,5324.8,100,Free,0.0,Everyone,Business,2018-05-15,1.2,4.1
Epson iProjection,Productivity,3.5,3930,18432.0,1000000,Free,0.0,Everyone,Productivity,2018-03-22,3.0.0,4.0
TN e Sevai TN EB Bill Patta Citta EC Birth All Hub,Social,3.7,23,16384.0,5000,Free,0.0,Everyone,Social,2018-04-26,1,4.1
EB Demo for Android,Family,4.193338315362443,0,13312.0,10,Free,0.0,Teen,Entertainment,2017-05-17,1,4.1
Mental Hospital:EB 2 Lite,Game,4.1,5341,9011.2,100000,Free,0.0,Teen,Action,2014-04-30,1,4.0
EB Annual Meetings,Books And Reference,3.5,11,15360.0,1000,Free,0.0,Everyone,Books & Reference,2018-04-13,9.4.7.6,4.0
UP EB Bill Payment & Details,Social,5.0,3,2457.6,50,Free,0.0,Teen,Social,2018-07-11,2,4.0
EB-Banking (ersetzt),Finance,4.193338315362443,24,71680.0,1000,Free,0.0,Everyone,Finance,2018-04-18,17.25.11,4.1
EB Remote Deposit,Business,4.193338315362443,0,9216.0,10,Free,0.0,Everyone,Business,2018-05-10,5.1,4.1
EB-Chat – For my Events,Events,4.193338315362443,2,21504.0,10,Free,0.0,Teen,Events,2017-11-16,1.4,3.0
বাংলাflix,Family,4.2,1111,7475.2,100000,Free,0.0,Everyone,Entertainment,2018-06-05,3.6.1,4.1
TNEB Quick Pay Easy,Finance,4.5,28,1433.6,10000,Free,0.0,Teen,Finance,2018-01-29,1,3.0
TNEB,Business,3.8,1777,948.0,100000,Free,0.0,Everyone,Business,2014-05-18,1,2.2
Skin Disease,Beauty,4.0,1,2252.8,100,Free,0.0,Everyone,Beauty,2017-08-30,1,2.2
Schlaumeier,Books And Reference,4.193338315362443,0,688.0,5,Paid,0.99,Everyone,Books & Reference,2015-06-17,0.1,2.3
Bihar Land Records - RoR and EB Quick Pay,Tools,4.0,8,2252.8,1000,Free,0.0,Everyone,Tools,2018-08-07,1.0.1,5.0
TNEB Reading,Tools,4.1,28,2560.0,10000,Free,0.0,Everyone,Tools,2017-10-19,1.3,4.1
Eb & flow Yoga Studio,Health And Fitness,4.193338315362443,0,7475.2,10,Free,0.0,Everyone,Health & Fitness,2018-07-09,4.2.2,4.1
Audiowalk EB,Travel And Local,4.193338315362443,0,92160.0,10,Free,0.0,Everyone,Travel & Local,2018-06-30,1.0.1,4.2
RPG ブレイジング ソウルズ アクセレイト,Family,3.4,159,3174.4,1000,Paid,10.99,Teen,Role Playing,2018-04-26,2.12,2.3
Tamilnadu Electricity Info,Tools,3.6,216,811.0,10000,Free,0.0,Everyone,Tools,2014-11-09,2,1.0
Punjab Online - Land Records • EB Bill Pay • RC/DL,Tools,3.4,16,4096.0,5000,Free,0.0,Everyone,Tools,2018-08-07,1,5.0
"energyly (TNEB,BESCOM,MH,DL..)",Tools,3.9,627,4198.4,10000,Free,0.0,Everyone,Tools,2017-02-21,6,4.0
Paraglider Dashboard,Sports,4.6,549,2867.2,50000,Free,0.0,Everyone,Sports,2018-03-03,2.1.4,4.0
Goodbox - Mega App,Communication,4.3,3429,22031.015115169685,100000,Free,0.0,Everyone,Communication,2018-03-08,1.10.279.2,4.2
Exército Brasileiro,Productivity,4.7,1730,16384.0,100000,Free,0.0,Everyone,Productivity,2018-02-01,1.5,4.1
EB Cash Collections,Business,5.0,1,4403.2,5,Free,0.0,Everyone,Business,2018-07-31,1.1,4.4
TN Electricity (TNEB),Lifestyle,3.9,73,3891.2,10000,Free,0.0,Everyone,Lifestyle,2016-12-21,8,2.3
Electrician Calculator Pro,Tools,3.9,47,270.0,1000,Paid,14.99,Everyone,Tools,2014-06-03,3.1,1.6
"Call Blocker - Blacklist, SMS Blocker",Communication,4.2,30350,3788.8,1000000,Free,0.0,Everyone,Communication,2018-01-16,10.0.0,4.1
TN EC Online New,Social,4.193338315362443,7,2355.2,1000,Free,0.0,Teen,Social,2018-07-21,2.1,4.0
"TN Patta, Chitta, EC",Tools,4.1,633,3891.2,100000,Free,0.0,Everyone,Tools,2016-10-21,6.7,2.3
TN Patta Chitta EC Info,Tools,4.2,1611,2764.8,100000,Free,0.0,Everyone,Tools,2018-08-06,5,4.4
EC music dictionary,Tools,4.4,20,2252.8,500,Paid,1.99,Everyone,Tools,2014-12-29,2.1,3.0
TN Patta Citta & EC,Books And Reference,3.8,48,1536.0,10000,Free,0.0,Everyone,Books & Reference,2018-03-27,1,3.0
EC - Encumbrance Search - telangana state,Business,3.4,45,5632.0,10000,Free,0.0,Everyone,Business,2017-06-18,1,2.3
Ec Solutions Mobile,Business,4.193338315362443,0,4096.0,10,Free,0.0,Everyone,Business,2016-11-20,1.02,4.1
Encumbrance Certificate - (Obsolete),Business,3.9,184,48.0,50000,Free,0.0,Everyone,Business,2014-08-12,1.1,2.3
"My Handbook : EE, EC, EI, E&T, EEE, EECS",Family,4.5,3776,7884.8,100000,Free,0.0,Everyone,Education,2017-07-24,8.07.021,4.0
ec-Work,Productivity,4.193338315362443,3,26624.0,100,Free,0.0,Everyone,Productivity,2018-07-09,1.12,5.0
ec.tv,Lifestyle,4.193338315362443,0,8806.4,50,Free,0.0,Everyone,Lifestyle,2016-11-11,1,4.1
EC-HRV test,Sports,3.0,9,4403.2,1000,Free,0.0,Everyone,Sports,2018-07-26,3.9.13,4.4
EC MANAGER,Video Players,4.193338315362443,2,17408.0,100,Free,0.0,Everyone,Video Players & Editors,2018-06-13,8.3.13.6,4.1
EC Taximeter,Productivity,3.9,162,5120.0,10000,Free,0.0,Everyone,Productivity,2018-05-14,3.0.21,4.0
Walk Freely (Ec Shlire),Tools,4.7,62,2355.2,1000,Free,0.0,Everyone,Tools,2017-11-13,1.1.3,4.1
EC Apps List,Tools,4.5,2,1638.4,100,Free,0.0,Everyone,Tools,2015-02-12,1.3,4.0
AP Stamps and Registration,Books And Reference,3.4,82,2764.8,10000,Free,0.0,Everyone,Books & Reference,2018-03-27,2,3.0
